1	297	307.8	1385	56.4	202
1	297	307.8	1316	61.2	200
1	296.9	307.8	1400	57.1	202
1	297	308.1	1362	52.5	213
2	298.8	310.1	1243	74.5	194
1	299	310.4	1365	49.1	226
1	299	310.4	1371	53.8	228
1	298.7	309.8	1354	53.3	212
1	298	308.7	1268	69.4	189
1	298.2	308.4	1310	61	189
1	298	308.2	1365	52.9	218
1	297.8	307.3	1327	61	186
1	299.5	309.4	1390	58.8	195
1	299.3	308.6	1384	53.6	218
1	299.2	308.5	1378	50.4	220
1	299.1	308.8	1329	53.6	207
1	299.2	309	1515	48.9	228
1	299.2	309.1	1345	60.7	191
1	299.8	309.3	1299	65.1	212
1	300.5	309.3	1417	51.5	231
1	300.5	309.8	1379	54.2	207
1	301.3	310.1	1269	56.8	195
1	301.4	310.8	1285	62.6	183
1	301.6	310.8	1355	57.8	195
1	302	310.9	1378	53.1	212
1	302	311.2	1270	65.3	182
1	302.4	311	1338	67.6	194
2	302.6	311.6	1227	68.2	187
1	302.3	311.4	1333	66.7	205
2	302.1	311	1351	60.3	207
1	302	310.8	1383	50.3	231
1	301.9	310.5	1340	55.7	204
1	302	309.9	1308	57.6	197
1	301.7	309.5	1298	65.5	229
1	302.7	310.5	1263	67.8	197
1	303.2	311.4	1238	54.6	226
1	303.2	311.4	1324	54.2	228
1	303.4	311.8	1306	61	215
1	303.4	311.8	1401	53	208
1	303.7	312.7	1359	56.8	194
1	303.8	313.1	1256	58.7	213
1	304	312.9	1363	62.5	200
1	303.8	313	1365	59.9	205
2	302.8	312.3	1262	70.5	234
3	302.8	312.4	1411	53.8	246
1	302.7	312.4	1477	46.3	251
1	302.7	312.2	1450	52.1	213
1	302.3	311.8	1369	56.2	208
1	300.8	310.7	1339	59.1	203
1	301	311.1	1236	64.4	177
1	301	311	1399	58	190
1	300.8	310.1	1405	61.2	189
1	301	310.5	1379	57.3	204
1	300.8	309.9	1312	65.3	192
1	301.6	310.7	1380	51.8	216
1	301.2	311.6	1461	52.9	208
1	300.7	310.4	1416	61.8	209
1	300.3	310.3	1362	60.3	206
1	300.6	311.9	1372	60.1	212
2	300.5	311.1	1296	61.3	202
1	300.5	311.2	1270	67.5	208
1	300.7	311.8	1336	58.4	189
1	300.5	311.8	1368	57.9	191
1	300.4	311.8	1272	59.2	198
1	300.7	311.9	1335	57.1	194
1	300.7	311.9	1399	50.2	222
1	299.6	310.9	1229	65.2	209
1	299.4	310.8	1376	53.9	215
1	298.7	309.8	1181	65.9	203
1	297.4	308.4	1369	50.6	220
2	297.3	308.3	1459	59.6	207
2	297.2	308.1	1340	61.3	207
1	297.3	308.2	1396	52.7	212
1	297.2	307.9	1326	75.4	172
1	298.1	308.6	1354	53.9	207
1	299.1	309.8	1398	55.4	217
1	299	309.9	1373	55.7	201
1	299.1	310	1367	56.3	203
1	298.9	309.8	1287	61.9	216
1	299.1	310.1	1435	48.8	229
1	299.1	310.2	1317	54.8	231
1	299.2	310.3	1352	48.9	238
1	298.5	309.4	1360	60.9	187
1	298.3	309.3	1337	56.1	206
1	298.6	308.2	1361	68.2	172
